period(s),gaslimit,tps(tx/s),latency(ms),contracttime(μs),dbreaadtime(μs),dbwritetime(μs),blockcommittime(ms),readtime(ms),blockpropagationtime(ms)
10,15900000,114.2857143,16336.32533,4.295488722,3774.712457,8546.121,4992,dataread,blockpropagation
10,16050000,114.2857143,16336.33096,4.295918367,4117.687,9165.7325,4993.571429,4.31ms,blockpropagation
10,16200000,114.2857143,16319.62267,4.296240602,3537.396,8540.334125,4992.571429,4.22ms,blockpropagation
10,16350000,114.2857143,16339.8284,4.299570354,5126.528865,9606.469875,4985.857143,4.11ms,blockpropagation
10,16500000,114.2857143,16330.1891,4.29377014,4074.656643,8863.76825,4992.714286,3.76ms,blockpropagation
10,16650000,114.2857143,16318.65567,4.833512352,2980.053188,7982.176889,4994.75,3.57ms,blockpropagation
10,16800000,114.2857143,16296.26259,4.296670247,3509.987969,9874.53175,4991.428571,3.01ms,blockpropagation
10,16950000,114.2857143,16397.96938,4.296025779,3464.006938,8917.5235,4992.857143,3.41ms,blockpropagation
10,17100000,114.2857143,16323.52793,4.296455424,3557.557172,9444.406375,4992.857143,4.06ms,blockpropagation
10,17250000,114.2857143,16313.51544,4.296562836,3680.389667,10345.97775,4991.142857,3.45ms,blockpropagation
10,17400000,114.2857143,16397.75516,4.296455424,3252.305275,9043.975625,4994.714286,2.93ms,blockpropagation
10,17550000,114.2857143,16374.90676,4.296670247,3646.582415,9679.140125,4990.428571,3.67ms,blockpropagation
10,17700000,114.2857143,16312.67517,4.296777658,4431.70025,9860.2955,4993,3.69ms,blockpropagation
10,17850000,114.2857143,16288.86989,4.296670247,3497.630292,12778.80113,4992.428571,4.28ms,blockpropagation
10,18000000,114.2857143,16330.97038,4.296240602,4056.522571,10152.95225,4993.428571,2.94ms,blockpropagation
10,18150000,114.2857143,16375.09086,4.29613319,3712.156343,9997.9225,4993.714286,3.46ms,blockpropagation
10,18300000,114.2857143,16331.09911,4.296562836,3862.301057,10009.12512,4992.142857,3.34ms,blockpropagation
10,18450000,114.2857143,16334.65704,4.296240602,3832.060821,10365.5295,4991.571429,3.93ms,blockpropagation
10,18600000,114.2857143,16236.65942,4.833404941,3419.5695,9545.712556,4994,3.88ms,blockpropagation
10,18750000,114.2857143,16335.00837,4.29688507,4067.673625,10192.699,4993,3.01ms,blockpropagation
10,18900000,114.2857143,16318.81627,4.833082707,3873.785656,9294.194778,4993.875,4.15ms,blockpropagation
10,19050000,114.2857143,16321.13136,4.834264232,3123.940091,9145.906556,4993.625,3.59ms,blockpropagation
10,19200000,114.2857143,16351.56893,4.295918367,3951.0205,10245.44038,4992,3.52ms,blockpropagation
10,19350000,114.2857143,16343.72591,4.296455424,3446.693829,9945.185125,4993.428571,4ms,blockpropagation
10,19500000,114.2857143,16316.31559,4.296240602,3979.701382,11844.07875,4992,4.33ms,blockpropagation
10,19650000,114.2857143,16309.42895,4.297314715,3596.208086,10679.77163,4992.714286,3.79ms,blockpropagation
10,19800000,114.2857143,16317.3622,4.295703545,4010.770679,10464.36575,4993.857143,3.4ms,blockpropagation
10,19950000,114.2857143,16324.67117,4.296670247,3477.6667,10330.025,4993.428571,3.49ms,blockpropagation
10,20100000,114.2857143,16320.84702,4.834049409,3604.458152,9012.980222,4993.625,3.39ms,blockpropagation
10,20250000,114.2857143,16315.09361,4.295918367,3568.650654,10406.6015,4992,3.12ms,blockpropagation
10,20400000,114.2857143,16383.24697,4.296348013,3805.867029,10126.882,4993,3.29ms,blockpropagation
10,20550000,114.2857143,16291.43657,4.298818475,4138.514133,12630.00725,4992.857143,3.93ms,blockpropagation
10,20700000,114.2857143,16321.83165,4.295918367,3853.489069,10593.43375,4993.571429,3.09ms,blockpropagation
10,20850000,114.2857143,16313.60517,4.831901182,5086.526296,9255.514778,4989.125,3.55ms,blockpropagation
10,21000000,114.2857143,16348.47482,4.295918367,3962.662437,10382.23388,4992.714286,3.87ms,blockpropagation
10,21150000,114.2857143,16346.10749,4.296348013,3785.848607,10184.70575,4992.714286,2.95ms,blockpropagation
10,21300000,114.2857143,16309.32921,4.296670247,4112.239187,11496.70512,4991.571429,3.88ms,blockpropagation
10,21450000,114.2857143,16297.11686,4.296025779,3676.114652,10158.971,4992.428571,3.54ms,blockpropagation
10,21600000,114.2857143,16305.05699,4.297207304,5218.644,10778.04713,4985.714286,3.26ms,blockpropagation
10,21750000,114.2857143,16360.19685,4.833619764,4322.700559,9573.057333,4993.5,4.06ms,blockpropagation
10,21900000,114.2857143,16317.89314,4.296348013,3740.045906,11039.61113,4993.285714,3.31ms,blockpropagation
10,22050000,114.2857143,16305.28859,4.83329753,3451.18503,12084.36533,4994.125,4.16ms,blockpropagation
10,22200000,114.2857143,16374.21897,4.296240602,3937.842029,11373.71513,4993.142857,3.79ms,blockpropagation
10,22350000,114.2857143,16270.92713,4.296348013,3950.113345,10779.6425,4991.714286,3.77ms,blockpropagation
10,22500000,114.2857143,16334.04937,4.296670247,4068.706,10798.56887,4992,4.13ms,blockpropagation
10,22650000,114.2857143,16351.25672,4.833619764,3641.976933,9869.992556,4993.625,3.19ms,blockpropagation
10,22800000,114.2857143,16327.43482,4.295810956,3911.915933,10600.4585,4993.857143,3.73ms,blockpropagation
10,22950000,114.2857143,16307.2191,4.296455424,3891.84703,11064.76213,4993,3.19ms,blockpropagation
10,23100000,114.2857143,16362.65917,4.296992481,3609.01371,10473.98288,4992.285714,2.79ms,blockpropagation
10,23250000,114.2857143,16298.39595,4.295810956,4043.382303,10479.706,4993.571429,3.97ms,blockpropagation
10,23400000,114.2857143,16329.28246,4.83329753,3892.288486,9929.091778,4993.5,4.03ms,blockpropagation
10,23550000,114.2857143,16282.83427,4.834156821,3496.111313,9877.905222,4993.75,4.04ms,blockpropagation
10,23700000,114.2857143,16345.92851,4.296025779,4133.539029,11034.40825,4992.857143,3.86ms,blockpropagation
10,23850000,114.2857143,16337.84827,4.296455424,3741.637273,13937.36988,4993.428571,3.67ms,blockpropagation
10,24000000,114.2857143,16420.32071,4.833941998,3114.462649,9449.391889,4994.25,3.72ms,blockpropagation
10,24150000,114.2857143,16342.68954,4.296348013,3576.264467,10811.1215,4992.428571,3.34ms,blockpropagation
10,24300000,114.2857143,16317.83677,4.29613319,4386.047958,10898.0695,4992.571429,3.57ms,blockpropagation
10,24450000,114.2857143,16331.22285,4.833404941,4086.605395,9804.799444,4994.125,3.61ms,blockpropagation
10,24600000,114.2857143,16295.1751,4.296777658,3678.131564,11226.52338,4992.714286,4.25ms,blockpropagation
10,24750000,114.2857143,16316.11836,4.296240602,3822.911485,11252.47075,4993,4.15ms,blockpropagation
10,24900000,114.2857143,16304.66517,4.296562836,3815.888156,11134.92838,4991.571429,4.25ms,blockpropagation
10,25050000,114.2857143,16335.80902,4.296240602,3631.324643,11006.71875,4991.428571,4.03ms,blockpropagation
10,25200000,114.2857143,16312.10961,4.297207304,4238.379292,11505.44288,4993.714286,3.88ms,blockpropagation
10,25350000,114.2857143,16325.3907,4.295059076,3645.763882,10750.31637,4993.142857,3.87ms,blockpropagation
10,25500000,114.2857143,16325.77253,4.297851772,3276.18127,10906.1885,4991.857143,3.41ms,blockpropagation
10,25650000,114.2857143,16286.52681,4.295488722,4150.828621,11231.44675,4991.428571,4.09ms,blockpropagation
10,25800000,114.2857143,16333.60592,4.833619764,3169.6163,9468.412778,4993.75,3.68ms,blockpropagation
10,25950000,114.2857143,16339.63555,4.296348013,4362.724265,11406.87775,4988.142857,3.33ms,blockpropagation
10,26100000,114.2857143,16296.66892,4.296670247,3729.256563,15268.21738,4992.714286,4.07ms,blockpropagation
10,26250000,114.2857143,16299.05999,4.295918367,4130.025457,11550.9915,4992.857143,4.55ms,blockpropagation
10,26400000,114.2857143,16338.51169,4.296562836,3721.005313,11520.23312,4993,3.45ms,blockpropagation
10,26550000,114.2857143,16349.81127,4.296348013,3251.247167,10869.53188,4992.857143,3.5ms,blockpropagation
10,26700000,114.2857143,16313.91251,4.296455424,3654.036077,11352.07338,4993.714286,2.94ms,blockpropagation
10,26850000,114.2857143,16327.51256,4.29613319,3529.254914,11129.361,4993.571429,3.52ms,blockpropagation
10,27000000,114.2857143,16327.95051,4.297207304,3789.371654,11365.93938,4992.571429,3.49ms,blockpropagation
10,27150000,114.2857143,16308.04237,4.296777658,3588.489787,11954.50038,4992.142857,3.84ms,blockpropagation
10,27300000,114.2857143,16337.95588,4.832653061,3700.396889,10233.19444,4993.375,3.47ms,blockpropagation
10,27450000,114.2857143,16353.83352,4.296670247,5944.332622,11914.11038,4993.142857,3.59ms,blockpropagation
10,27600000,114.2857143,16301.84177,4.833512352,3739.193429,10387.827,4994.375,5.47ms,blockpropagation
10,27750000,114.2857143,16324.20597,4.29613319,3983.568636,11764.64663,4993.142857,4.05ms,blockpropagation
10,27900000,114.2857143,16292.71641,4.296992481,3460.302424,11700.63462,4993.428571,3.91ms,blockpropagation
10,28050000,114.2857143,16303.88489,4.296348013,3848.668931,11478.55438,4992.857143,3.86ms,blockpropagation
10,28200000,114.2857143,16309.25822,4.298603652,4138.634265,14508.3015,4990.428571,3.25ms,blockpropagation
10,28350000,114.2857143,16348.99775,4.294092374,3517.57637,10827.86625,4994,3.25ms,blockpropagation
10,28500000,114.2857143,16368.47132,4.296562836,3150.646441,10560.15175,4992.714286,3.54ms,blockpropagation
10,28650000,114.2857143,16260.87252,4.29613319,3517.419188,11611.645,4992.428571,3.57ms,blockpropagation
10,28800000,114.2857143,16387.45544,4.296455424,3348.289367,11200.55963,4993,3.88ms,blockpropagation
10,28950000,114.2857143,16344.17423,4.296670247,3679.639455,48805.175,4993.142857,4.4ms,blockpropagation
10,29100000,114.2857143,16300.28596,4.834156821,3435.966933,9682.457444,4993.375,5.22ms,blockpropagation
10,29250000,114.2857143,16289.35496,4.295918367,3788.583941,11082.48675,4992.714286,3.86ms,blockpropagation
10,29400000,114.2857143,16315.13748,4.833512352,3566.740316,9978.739889,4994,3.56ms,blockpropagation
10,29550000,114.2857143,16291.39133,4.832975295,3590.608343,9926.550444,4994.625,3.58ms,blockpropagation
10,29700000,114.2857143,16280.71904,4.29613319,3979.247867,11332.8765,4993,3.72ms,blockpropagation
10,29850000,114.2857143,16307.97225,4.297422127,3552.826486,11279.36675,4994.428571,3.69ms,blockpropagation
10,30000000,114.2857143,16308.62642,4.295810956,3218.370421,11316.39913,4993.571429,3.87ms,blockpropagation
11,15000000,103.8961039,16399.57605,4.295918367,3832.101242,30388.67863,4993.142857,3.72ms,blockpropagation
11,15150000,103.8961039,16352.32983,4.833834586,3231.156906,6716.608222,4994.875,3.4ms,blockpropagation
11,15300000,103.8961039,16296.95088,4.296240602,3975.495371,7888.651,4993.142857,3.35ms,blockpropagation
11,15450000,103.8961039,16339.55031,4.833727175,3793.497639,6958.934556,4993.75,3.75ms,blockpropagation
11,15600000,103.8961039,16311.06024,4.296240602,3939.157743,8471.217875,4993.571429,4.83ms,blockpropagation
11,15750000,103.8961039,16328.02587,4.296670247,5250.290536,8833.816625,4988.714286,3.51ms,blockpropagation
11,15900000,103.8961039,16302.88576,4.296348013,3605.739517,8817.320375,4992.714286,3.58ms,blockpropagation
11,16050000,103.8961039,16335.78428,4.296455424,3830.320771,8643.25425,4992.714286,4.18ms,blockpropagation
11,16200000,103.8961039,16283.8369,4.296240602,3455.928286,9132.906375,4993,2.77ms,blockpropagation
11,16350000,103.8961039,16319.18323,4.833512352,3742.348053,7929.993333,4993.375,3.58ms,blockpropagation
11,16500000,103.8961039,16301.70354,4.833619764,4406.902531,8731.594,4991.25,4.12ms,blockpropagation
11,16650000,103.8961039,16328.73778,4.296348013,3683.1865,9388.617625,4993,3.49ms,blockpropagation
11,16800000,103.8961039,16319.84939,4.296670247,3689.618806,9905.435375,4992,3.1ms,blockpropagation
11,16950000,103.8961039,16301.91301,4.29613319,4153.058345,9379.378,4993.571429,3.71ms,blockpropagation
11,17100000,103.8961039,16325.75228,4.296348013,4013.630567,8796.179125,4992.285714,3.51ms,blockpropagation
11,17250000,103.8961039,16309.0285,4.297422127,3943.869029,9990.040375,4993.285714,3.23ms,blockpropagation
11,17400000,103.8961039,16305.74378,4.295918367,4181.650188,9277.497875,4989.142857,4.37ms,blockpropagation
11,17550000,103.8961039,16349.36633,4.29613319,3803.114488,9538.531,4990.142857,3.66ms,blockpropagation
11,17700000,103.8961039,16310.01675,4.296348013,4950.061684,9504.111125,4987.857143,4.21ms,blockpropagation
11,17850000,103.8961039,16328.77703,4.29613319,4785.674522,10182.23062,4988.428571,3.46ms,blockpropagation
11,18000000,103.8961039,16334.52218,4.833834586,3429.939433,8688.199222,4994.5,3.76ms,blockpropagation
11,18150000,103.8961039,16221.55643,4.298818475,4707.774632,10033.75888,4993,2.78ms,blockpropagation
11,18300000,103.8961039,16299.69329,4.297422127,3984.9165,9510.16325,4992.428571,3.55ms,blockpropagation
11,18450000,103.8961039,16333.39745,4.292910849,4341.935621,9548.73925,4993.714286,3.57ms,blockpropagation
11,18600000,103.8961039,16407.52443,4.29688507,4081.704621,10808.13075,4992.857143,3.23ms,blockpropagation
11,18750000,103.8961039,16328.60942,4.295703545,3882.815296,10326.6215,4992.857143,3.62ms,blockpropagation
11,18900000,103.8961039,16259.71091,4.297099893,3445.787971,10406.80463,4993.142857,3.95ms,blockpropagation
11,19050000,103.8961039,16314.54593,4.296455424,4132.697233,10087.1255,4993.142857,3.22ms,blockpropagation
11,19200000,103.8961039,16301.85402,4.296455424,3503.150394,10022.83588,4993,3.3ms,blockpropagation
11,19350000,103.8961039,16298.09461,4.833404941,3857.381828,8523.344444,4993.75,3.13ms,blockpropagation
11,19500000,103.8961039,16324.94938,4.296240602,3159.257114,11298.21975,4992.857143,3.64ms,blockpropagation
11,19650000,103.8961039,16275.45894,4.296670247,3811.061969,9508.161125,4991.714286,3.84ms,blockpropagation
11,19800000,103.8961039,16303.79903,4.29613319,3409.075133,10394.8275,4992.714286,3.47ms,blockpropagation
11,19950000,103.8961039,16297.11886,4.296992481,4350.51044,10617.06363,4993,3.29ms,blockpropagation
11,20100000,103.8961039,16326.34921,4.296348013,3618.917095,10395.18638,4993.428571,3.09ms,blockpropagation
11,20250000,103.8961039,16326.29946,4.296777658,4018.271097,9947.032375,4993.285714,4.1ms,blockpropagation
11,20400000,103.8961039,16303.36383,4.295703545,3709.97912,10028.976,4992.857143,4ms,blockpropagation
11,20550000,103.8961039,16268.52143,4.834264232,4108.038966,9324.170667,4994.625,3.59ms,blockpropagation
11,20700000,103.8961039,16365.46307,4.295596133,5364.590656,12973.1315,4985.714286,3.69ms,blockpropagation
11,20850000,103.8961039,16308.62005,4.297207304,4025.405767,10333.353,4992.714286,3.64ms,blockpropagation
11,21000000,103.8961039,16317.13711,4.296670247,3447.297645,10402.5955,4991.857143,3.01ms,blockpropagation
11,21150000,103.8961039,16269.15886,4.295703545,3891.121885,10369.19525,4991.857143,3.66ms,blockpropagation
11,21300000,103.8961039,16283.30096,4.296670247,4078.394433,10452.74863,4993.142857,3.07ms,blockpropagation
11,21450000,103.8961039,16309.57355,4.295703545,3262.472031,10152.47838,4992,3.24ms,blockpropagation
11,21600000,103.8961039,16315.05774,4.296455424,3601.8664,10131.91488,4992.142857,3.68ms,blockpropagation
11,21750000,103.8961039,16314.93176,4.296455424,3812.646667,10325.73875,4990.285714,3.52ms,blockpropagation
11,21900000,103.8961039,16357.04199,4.296240602,3422.984788,10356.01838,4993.142857,3.15ms,blockpropagation
11,22050000,103.8961039,16301.8089,4.296777658,3546.163588,10715.259,4993.285714,3.85ms,blockpropagation
11,22200000,103.8961039,16301.07987,4.297207304,4045.190083,13162.23225,4993.285714,3.56ms,blockpropagation
11,22350000,103.8961039,16341.96863,4.832975295,3641.140206,9517.818444,4992.625,3.81ms,blockpropagation
11,22500000,103.8961039,16343.26722,4.295596133,4170.716517,10659.5435,4993.428571,4ms,blockpropagation
11,22650000,103.8961039,16337.69479,4.296992481,3851.992176,10496.05262,4992.714286,3.52ms,blockpropagation
11,22800000,103.8961039,16338.53656,4.296240602,3122.9345,10713.26388,4993.857143,3.58ms,blockpropagation
11,22950000,103.8961039,16323.52756,4.296670247,3458.703444,10588.70188,4988,3.65ms,blockpropagation
11,23100000,103.8961039,16317.47832,4.296562836,3737.427361,10551.12113,4993.428571,3.3ms,blockpropagation
11,23250000,103.8961039,16343.86489,4.296025779,3544.472444,10478.34775,4993,4.45ms,blockpropagation
11,23400000,103.8961039,16344.24572,4.83329753,3655.972588,9092.118667,4993.125,4.07ms,blockpropagation
11,23550000,103.8961039,16296.15348,4.297207304,3591.374333,10543.028,4992.571429,3.79ms,blockpropagation
11,23700000,103.8961039,16291.20922,4.832867884,3740.620818,9514.801,4993.625,3.78ms,blockpropagation
11,23850000,103.8961039,16307.09824,4.296777658,4089.030167,11000.69662,4993.142857,3.95ms,blockpropagation
11,24000000,103.8961039,16336.06212,4.29688507,4859.640065,14703.72338,4988.571429,2.96ms,blockpropagation
11,24150000,103.8961039,16273.82327,4.29613319,3604.850636,11076.81475,4993.857143,3.72ms,blockpropagation
11,24300000,103.8961039,16335.27909,4.296025779,4127.82469,10906.96625,4993.285714,4.31ms,blockpropagation
11,24450000,103.8961039,16359.90301,4.29688507,3592.910512,10627.34725,4993.714286,3.54ms,blockpropagation
11,24600000,103.8961039,16319.70454,4.296777658,3847.2208,10544.75025,4992.714286,3.73ms,blockpropagation
11,24750000,103.8961039,16319.82877,4.29613319,3534.197919,10617.68488,4992.857143,4.6ms,blockpropagation
11,24900000,103.8961039,16313.6023,4.296562836,3990.598385,10839.42438,4992,3.99ms,blockpropagation
11,25050000,103.8961039,16286.09786,4.296455424,3889.405074,11185.82013,4993,4.29ms,blockpropagation
11,25200000,103.8961039,16300.5808,4.296240602,3716.083133,10395.407,4993.285714,3.87ms,blockpropagation
11,25350000,103.8961039,16325.90976,4.295810956,4042.156469,10657.34625,4993.285714,3.04ms,blockpropagation
11,25500000,103.8961039,16259.71516,4.29688507,4412.567188,10583.12863,4992.714286,3.45ms,blockpropagation
11,25650000,103.8961039,16390.62005,4.296348013,4197.389111,10737.58013,4993.428571,4.07ms,blockpropagation
11,25800000,103.8961039,16254.88939,4.296240602,4299.652556,10880.77,4992.857143,3.93ms,blockpropagation
11,25950000,103.8961039,16364.18348,4.83329753,4343.835968,9572.834556,4992.125,3.76ms,blockpropagation
11,26100000,103.8961039,16309.86577,4.296670247,3769.779618,10631.92875,4993,3.03ms,blockpropagation
11,26250000,103.8961039,16276.16448,4.296348013,4041.900703,14662.28863,4990,3.73ms,blockpropagation
11,26400000,103.8961039,16340.32783,4.297314715,3385.314611,11582.9,4994.714286,4.31ms,blockpropagation
11,26550000,103.8961039,16342.74541,4.29613319,3501.163273,10230.22275,4993.571429,3.89ms,blockpropagation
11,26700000,103.8961039,16337.41682,4.296240602,4052.307061,11153.3775,4993,3.02ms,blockpropagation
11,26850000,103.8961039,16357.74916,4.29924812,3337.427515,10584.0855,4992.571429,3.18ms,blockpropagation
11,27000000,103.8961039,16389.53806,4.293662728,4113.015688,10823.1745,4991.428571,4.26ms,blockpropagation
11,27150000,103.8961039,16314.53868,4.833834586,3718.852033,10114.92189,4994.875,3.49ms,blockpropagation
11,27300000,103.8961039,16318.69479,4.833082707,3653.712879,10017.14489,4994.25,3.35ms,blockpropagation
11,27450000,103.8961039,16361.48444,4.296240602,3987.852034,10749.0045,4991.285714,3.81ms,blockpropagation
11,27600000,103.8961039,16315.30809,4.296455424,3762.157406,11104.03388,4993.428571,3.43ms,blockpropagation
11,27750000,103.8961039,16370.55756,4.833512352,2994.280806,9484.065111,4995.75,3.34ms,blockpropagation
11,27900000,103.8961039,16310.41295,4.296240602,3915.47904,12695.90788,4993,3.57ms,blockpropagation
11,28050000,103.8961039,16281.42132,4.296777658,3863.983867,11330.67188,4992.142857,3.37ms,blockpropagation
11,28200000,103.8961039,16322.17173,4.833834586,3811.352161,10335.59444,4995.375,3.51ms,blockpropagation
11,28350000,103.8961039,16304.962,4.296670247,3778.739038,10839.647,4992.571429,3.71ms,blockpropagation
11,28500000,103.8961039,16324.54581,4.833404941,3633.776852,10408.14244,4996,3.62ms,blockpropagation
11,28650000,103.8961039,16318.83552,4.29613319,3864.656519,10685.71375,4992.857143,3.05ms,blockpropagation
11,28800000,103.8961039,16332.87989,4.296455424,3608.976296,11206.45462,4993.142857,3.17ms,blockpropagation
11,28950000,103.8961039,16358.77015,4.299892589,3834.884324,15963.99062,4993.285714,4.01ms,blockpropagation
11,29100000,103.8961039,16331.82352,4.297207304,4202.245235,11648.27538,4989.571429,2.9ms,blockpropagation
11,29250000,103.8961039,16307.09461,4.292373792,4093.86324,10866.63713,4990.285714,4.16ms,blockpropagation
11,29400000,103.8961039,16324.6118,4.833619764,3708.9722,10055.545,4994.25,3.11ms,blockpropagation
11,29550000,103.8961039,16312.20585,4.29613319,3762.241333,11031.96325,4993.714286,3.32ms,blockpropagation
11,29700000,103.8961039,16321.02875,4.29613319,3994.924548,11548.01838,4991.714286,3.57ms,blockpropagation
11,29850000,103.8961039,16261.34633,4.296777658,3512.373774,10576.4065,4991.571429,3.87ms,blockpropagation
11,30000000,103.8961039,16324.33733,4.298066595,3837.113944,11802.9095,4992.428571,3.05ms,blockpropagation
12,15000000,95.23809524,16309.39808,4.830934479,4158.816429,11553.93067,4993.5,3.28ms,blockpropagation
12,15150000,95.23809524,16332.30384,4.297099893,4735.550792,6956.556625,4989.714286,3.74ms,blockpropagation
12,15300000,95.23809524,16298.89176,4.297529538,3764.191781,7319.448,4984.714286,3ms,blockpropagation
12,15450000,95.23809524,16304.48556,4.832116004,3732.389791,7218.026222,4993.5,3.38ms,blockpropagation
12,15600000,95.23809524,16424.33733,4.296777658,4593.2174,7880.7205,4993,4.28ms,blockpropagation
12,15750000,95.23809524,16313.57255,4.296670247,3721.770083,11247.8445,4993.142857,4.27ms,blockpropagation
12,15900000,95.23809524,16293.49569,4.296455424,3637.860455,8333.907375,4993,3.55ms,blockpropagation
12,16050000,95.23809524,16310.80202,4.296240602,3541.436414,10107.57525,4993.142857,4.41ms,blockpropagation
12,16200000,95.23809524,16318.14023,4.29613319,3933.454057,9053.549875,4992.142857,3.95ms,blockpropagation
12,16350000,95.23809524,16310.39308,4.833619764,4198.082789,8215.747778,4993.25,3.46ms,blockpropagation
12,16500000,95.23809524,16272.98038,4.833727175,4365.234931,8499.454333,4993,4.26ms,blockpropagation
12,16650000,95.23809524,16301.15298,4.29613319,4225.344036,8567.336375,4993.285714,3.92ms,blockpropagation
12,16800000,95.23809524,16349.62542,4.296670247,4693.858088,9150.66325,4988.285714,3.25ms,blockpropagation
12,16950000,95.23809524,16276.30459,4.296777658,3417.7364,9516.5925,4993.571429,3.58ms,blockpropagation
12,17100000,95.23809524,16327.60767,4.296348013,3977.877583,9305.35325,4993.285714,3.54ms,blockpropagation
12,17250000,95.23809524,16273.88501,4.29688507,4693.151793,9413.13325,4989.714286,3.07ms,blockpropagation
12,17400000,95.23809524,16252.72078,4.295488722,4235.769667,10548.52238,4992,3.72ms,blockpropagation
12,17550000,95.23809524,16336.91001,4.296562836,6167.499538,8656.068625,4983.428571,3.17ms,blockpropagation
12,17700000,95.23809524,16318.91889,4.297207304,4789.755429,9405.552875,4992.285714,2.92ms,blockpropagation
12,17850000,95.23809524,16279.2251,4.295810956,3261.070282,9758.681,4992.857143,3.44ms,blockpropagation
12,18000000,95.23809524,16311.8044,4.29688507,4594.4067,10530.54588,4989.714286,4.11ms,blockpropagation
12,18150000,95.23809524,16342.38608,4.295918367,3611.00171,9504.823375,4992.571429,3.18ms,blockpropagation
12,18300000,95.23809524,16345.1786,4.296348013,4269.267517,8472.70475,4988.857143,3.45ms,blockpropagation
12,18450000,95.23809524,16320.54593,4.834156821,3746.853529,8249.575667,4994.375,3.56ms,blockpropagation
12,18600000,95.23809524,16306.39558,4.296025779,3991.647943,9565.6835,4992.571429,2.79ms,blockpropagation
12,18750000,95.23809524,16348.50606,4.296348013,5628.131643,11540.66838,4987.571429,3.88ms,blockpropagation
12,18900000,95.23809524,16314.55468,4.835016112,3613.695944,8472.184111,4994.25,4.15ms,blockpropagation
12,19050000,95.23809524,16335.84877,4.297422127,3856.13569,12037.83775,4993.285714,3.62ms,blockpropagation
12,19200000,95.23809524,16351.56318,4.294307197,4455.513128,9541.0995,4989.857143,3.54ms,blockpropagation
12,19350000,95.23809524,16330.86902,4.833404941,3586.657657,9079.137111,4994.25,3.89ms,blockpropagation
12,19500000,95.23809524,16295.56518,4.296562836,4406.675533,10063.407,4993.714286,3.68ms,blockpropagation
12,19650000,95.23809524,16337.34483,4.833190118,4244.397222,10493.19067,4993.625,4.06ms,blockpropagation
12,19800000,95.23809524,16311.87427,4.296670247,4822.372065,9621.551625,4990.142857,3.49ms,blockpropagation
12,19950000,95.23809524,16290.55731,4.296025779,6836.207567,9939.612875,4983.571429,3.7ms,blockpropagation
12,20100000,95.23809524,16331.92801,4.296992481,3942.362933,9888.861625,4992,4.22ms,blockpropagation
12,20250000,95.23809524,16376.45794,4.29688507,3092.923259,10349.98725,4993.714286,3.58ms,blockpropagation
12,20400000,95.23809524,16221.89939,4.296348013,3525.503233,10170.34175,4994.571429,3.07ms,blockpropagation
12,20550000,95.23809524,16353.88826,4.296025779,3927.146111,13466.46125,4992.428571,2.9ms,blockpropagation
12,20700000,95.23809524,16307.07862,4.297744361,4072.966375,15597.62662,4993.857143,3.44ms,blockpropagation
12,20850000,95.23809524,16349.67017,4.295273899,3839.780452,10562.83825,4991.714286,3.68ms,blockpropagation
12,21000000,95.23809524,16331.26684,4.296562836,3991.632312,9944.850375,4993,4.18ms,blockpropagation
12,21150000,95.23809524,16322.7619,4.296348013,4337.990028,10426.2035,4992.285714,4.06ms,blockpropagation
12,21300000,95.23809524,16292.26047,4.296562836,4003.025138,9963.81425,4993.285714,3.33ms,blockpropagation
12,21450000,95.23809524,16285.19335,4.295918367,4082.74971,10348.95338,4992.428571,3.93ms,blockpropagation
12,21600000,95.23809524,16312.58718,4.296777658,3462.729545,10365.42813,4993,3.85ms,blockpropagation
12,21750000,95.23809524,16305.55731,4.296670247,4302.889,10303.88837,4993.142857,3.64ms,blockpropagation
12,21900000,95.23809524,16327.55381,4.833404941,4747.911091,9273.784556,4990.75,3.87ms,blockpropagation
12,22050000,95.23809524,16310.14111,4.296025779,3957.928545,9639.054375,4992,3.38ms,blockpropagation
12,22200000,95.23809524,16346.88089,4.296670247,3658.177429,12908.449,4992.714286,3.34ms,blockpropagation
12,22350000,95.23809524,16360.26984,4.29688507,4059.565929,10391.54275,4992,3.39ms,blockpropagation
12,22500000,95.23809524,16330.69979,4.29613319,4418.933303,10773.767,4992.714286,4.24ms,blockpropagation
12,22650000,95.23809524,16292.98625,4.29613319,4135.622879,10202.19688,4993.142857,4.46ms,blockpropagation
12,22800000,95.23809524,16300.09061,4.296670247,3951.878025,10282.88263,4989.285714,3.27ms,blockpropagation
12,22950000,95.23809524,16339.71104,4.296562836,3964.779441,10538.7265,4994.714286,3.81ms,blockpropagation
12,23100000,95.23809524,16314.83665,4.296025779,3894.978647,10264.78875,4992.571429,4.09ms,blockpropagation
12,23250000,95.23809524,16320.02537,4.297422127,4004.138,10511.16687,4992.714286,4.23ms,blockpropagation
12,23400000,95.23809524,16313.00425,4.295918367,3981.959964,10253.0695,4993,3.2ms,blockpropagation
12,23550000,95.23809524,16303.71866,4.296025779,3796.289114,10092.37725,4993.857143,3.7ms,blockpropagation
12,23700000,95.23809524,16317.55343,4.296777658,3880.2731,10552.33738,4993.571429,3.11ms,blockpropagation
12,23850000,95.23809524,16313.93226,4.296777658,3888.556182,10767.88388,4992.714286,3.63ms,blockpropagation
