period(s),gaslimit,tps(tx/s),latency(ms),contracttime(μs),dbreaadtime(μs),dbwritetime(μs),blockcommittime(ms),readtime(ms),blockpropagationtime(ms)
7,22650000,163.2653061,16330.57118,4.300429646,3568.956362,10448.123,4992.857143,4.33ms,blockpropagation
7,22800000,163.2653061,16335.45019,4.292051557,3802.25102,10412.78263,4992.714286,3.93ms,blockpropagation
7,22950000,163.2653061,16358.1651,4.29763695,3818.453409,10384.15825,4992,5.26ms,blockpropagation
7,23100000,163.2653061,16295.75853,4.831578947,3597.339792,9557.470333,4994,5.63ms,blockpropagation
7,23250000,163.2653061,16320.08786,4.296777658,4316.199,13494.626,4989.142857,4.56ms,blockpropagation
7,23400000,163.2653061,16299.21885,4.295810956,3829.359643,9909.656,4990.285714,5.15ms,blockpropagation
7,23550000,163.2653061,16325.43807,4.297207304,4547.360089,10365.52288,4986,5.72ms,blockpropagation
7,23700000,163.2653061,16343.15336,4.833404941,4404.441021,10755.17522,4988.625,4.51ms,blockpropagation
7,23850000,163.2653061,16306.71979,4.294307197,3437.439959,11549.94075,4993.428571,4.25ms,blockpropagation
7,24000000,163.2653061,16361.82052,4.297422127,3483.8734,14020.266,4993.142857,5.31ms,blockpropagation
7,24150000,163.2653061,16288.65992,4.295703545,4215.604595,11281.09825,4990.142857,3.77ms,blockpropagation
7,24300000,163.2653061,16358.53756,4.29688507,3854.155691,10708.10437,4990.857143,4.3ms,blockpropagation
7,24450000,163.2653061,16296.77228,4.295166488,3889.447378,10882.20538,4993,4.5ms,blockpropagation
7,24600000,163.2653061,16346.35496,4.296562836,3873.123167,11043.0425,4992.714286,5.01ms,blockpropagation
7,24750000,163.2653061,16332.4112,4.298818475,3928.630184,10523.6985,4992.285714,5.18ms,blockpropagation
7,24900000,163.2653061,16317.55831,4.294307197,3424.878722,10535.4215,4993.714286,3.9ms,blockpropagation
7,25050000,163.2653061,16297.05687,4.296348013,4147.797068,10355.43613,4991.714286,4.77ms,blockpropagation
7,25200000,163.2653061,16353.38683,4.297314715,3288.558318,10709.24125,4992.714286,4.19ms,blockpropagation
7,25350000,163.2653061,16353.38333,4.298388829,3900.553745,11050.762,4991.285714,5.04ms,blockpropagation
7,25500000,163.2653061,16279.74641,4.293877551,4175.079857,10899.808,4992.285714,3.95ms,blockpropagation
7,25650000,163.2653061,16282.06999,4.296455424,3700.122548,10996.158,4993.428571,5.43ms,blockpropagation
7,25800000,163.2653061,16303.65529,4.297422127,3463.440886,11045.84475,4993.428571,5.23ms,blockpropagation
7,25950000,163.2653061,16330.93826,4.835123523,3464.657815,9830.419778,4993.75,4.86ms,blockpropagation
7,26100000,163.2653061,16316.33921,4.293447905,3568.372038,11059.45987,4992.714286,5.04ms,blockpropagation
7,26250000,163.2653061,16279.86327,4.296777658,3851.363923,14757.46738,4993.571429,5.13ms,blockpropagation
7,26400000,163.2653061,16305.53218,4.296348013,3766.534341,11132.44175,4993.142857,4.74ms,blockpropagation
7,26550000,163.2653061,16315.00137,4.296562836,3451.100286,11037.25588,4992.428571,4.89ms,blockpropagation
7,26700000,163.2653061,16298.5943,4.295810956,3468.38156,10673.28588,4993.571429,4.45ms,blockpropagation
7,26850000,163.2653061,16340.29659,4.833727175,3974.765875,9596.529889,4992.75,4.06ms,blockpropagation
7,27000000,163.2653061,16303.70079,4.835982814,3071.568927,9045.473,4994.25,5.14ms,blockpropagation
7,27150000,163.2653061,16313.03687,4.293662728,3521.419111,10801.99263,4994,5.28ms,blockpropagation
7,27300000,163.2653061,16271.50731,4.296777658,3677.267135,10879.23563,4991.714286,4.67ms,blockpropagation
7,27450000,163.2653061,16320.04049,4.29613319,3667.518905,10724.38137,4993.571429,5.13ms,blockpropagation
7,27600000,163.2653061,16314.38708,4.834156821,3234.381767,9582.203222,4994.25,4.39ms,blockpropagation
7,27750000,163.2653061,16327.89864,4.295703545,4178.032054,11084.84538,4993.428571,4.72ms,blockpropagation
7,27900000,163.2653061,16296.48481,4.296025779,3602.6585,10659.60375,4994.428571,5.02ms,blockpropagation
7,28050000,163.2653061,16356.99713,4.297422127,3762.621089,11988.46888,4986.857143,5.29ms,blockpropagation
7,28200000,163.2653061,16299.19198,4.296348013,3566.459922,11695.40075,4993.571429,5.38ms,blockpropagation
7,28350000,163.2653061,16311.48881,4.299892589,2759.665744,10754.93337,4993.285714,4.57ms,blockpropagation
7,28500000,163.2653061,16272.00362,4.292588614,3852.073619,11267.83825,4993.142857,4.66ms,blockpropagation
7,28650000,163.2653061,16327.23797,4.299677766,3728.485727,11233.98162,4992.857143,3.67ms,blockpropagation
7,28800000,163.2653061,16342.25309,4.294522019,3700.615209,10035.0455,4992.428571,4.93ms,blockpropagation
7,28950000,163.2653061,16292.22135,4.294629431,4008.030472,10529.33575,4988.428571,5.11ms,blockpropagation
7,29100000,163.2653061,16332.64429,4.836842105,4084.578946,14271.05533,4994,5.35ms,blockpropagation
7,29250000,163.2653061,16346.82465,4.292803437,4542.982025,11893.32088,4990.285714,5.36ms,blockpropagation
7,29400000,163.2653061,16289.90376,4.296562836,3953.214054,11401.56388,4993,5.57ms,blockpropagation
7,29550000,163.2653061,16322.91189,4.296562836,3176.071318,11572.63475,4992,4.85ms,blockpropagation
7,29700000,163.2653061,16311.90026,4.29613319,4548.42475,14052.66988,4988.142857,3.83ms,blockpropagation
7,29850000,163.2653061,16378.88951,4.29688507,4765.381745,19558.71425,4993.285714,5.2ms,blockpropagation
7,30000000,163.2653061,16253.59618,4.299140709,3462.568896,11420.09862,4992.571429,5.03ms,blockpropagation
8,15000000,142.8571429,16353.18585,4.293447905,3408.186467,11440.927,4993.428571,4.72ms,blockpropagation
8,15150000,142.8571429,16314.88739,4.296240602,4969.003935,12271.873,4984,4.92ms,blockpropagation
8,15300000,142.8571429,16312.14198,4.296455424,3383.420423,7335.38725,4993.285714,4.24ms,blockpropagation
8,15450000,142.8571429,16289.53018,4.296455424,3580.2926,7918.015625,4992.142857,4.37ms,blockpropagation
8,15600000,142.8571429,16266.47544,4.29613319,4665.963185,8224.693875,4993.285714,3.5ms,blockpropagation
8,15750000,142.8571429,16359.26922,4.29688507,3700.418485,8152.223,4993.714286,3.18ms,blockpropagation
8,15900000,142.8571429,16370.7824,4.296240602,3632.716424,8667.574125,4993.285714,4.36ms,blockpropagation
8,16050000,142.8571429,16249.04199,4.833404941,4382.191156,8404.212778,4990.375,3.09ms,blockpropagation
8,16200000,142.8571429,16295.98238,4.296455424,3862.549385,9513.17575,4994,3.05ms,blockpropagation
8,16350000,142.8571429,16302.86727,4.297207304,4940.02675,9055.318,4991.285714,4.4ms,blockpropagation
8,16500000,142.8571429,16283.99563,4.295488722,3614.758543,8763.6505,4991.714286,3.65ms,blockpropagation
8,16650000,142.8571429,16300.16435,4.834156821,3445.250343,8608.176556,4994.5,4ms,blockpropagation
8,16800000,142.8571429,16321.98675,4.297959184,5354.710724,9066.610875,4992.285714,3.41ms,blockpropagation
8,16950000,142.8571429,16319.11411,4.295059076,3401.600886,9322.403,4992,4.19ms,blockpropagation
8,17100000,142.8571429,16282.34571,4.29613319,4137.929811,9165.203625,4992.857143,4.47ms,blockpropagation
8,17250000,142.8571429,16308.32333,4.296670247,5888.921852,9566.363625,4986,4.02ms,blockpropagation
8,17400000,142.8571429,16310.26734,4.296348013,3936.756966,10120.146,4993.285714,3.48ms,blockpropagation
8,17550000,142.8571429,16337.93451,4.296348013,4795.210229,9247.438875,4990.285714,3.23ms,blockpropagation
8,17700000,142.8571429,16389.61917,4.29613319,3647.300421,9024.556125,4992.285714,3.88ms,blockpropagation
8,17850000,142.8571429,16338.63892,4.296992481,3571.650647,9164.063625,4993.571429,3.49ms,blockpropagation
8,18000000,142.8571429,16280.29896,4.833834586,3806.023226,9796.949889,4993.5,3.09ms,blockpropagation
8,18150000,142.8571429,16263.19273,4.296240602,3739.3082,9874.0745,4991.428571,2.75ms,blockpropagation
8,18300000,142.8571429,16361.73141,4.29613319,3943.954194,9393.422,4993.142857,4.02ms,blockpropagation
8,18450000,142.8571429,16292.43782,4.296025779,3422.571647,9531.945,4992.571429,3.75ms,blockpropagation
8,18600000,142.8571429,16262.05287,4.296670247,3959.130515,9927.99225,4992.428571,3.5ms,blockpropagation
8,18750000,142.8571429,16314.12073,4.296562836,4159.024952,11679.73075,4987.285714,3.92ms,blockpropagation
8,18900000,142.8571429,16378.08836,4.833190118,3787.328471,8470.457778,4993.125,3.62ms,blockpropagation
8,19050000,142.8571429,16315.51069,4.296670247,4287.560367,9432.469875,4987,3.73ms,blockpropagation
8,19200000,142.8571429,16337.1646,4.296348013,4061.901059,9779.442625,4993,3.41ms,blockpropagation
8,19350000,142.8571429,16279.92076,4.296562836,3668.09675,9781.959,4993.428571,4.2ms,blockpropagation
8,19500000,142.8571429,16335.11236,4.296455424,3849.312778,9755.303375,4992.714286,3.47ms,blockpropagation
8,19650000,142.8571429,16302.31609,4.297099893,4558.358051,11646.83613,4992.142857,4.06ms,blockpropagation
8,19800000,142.8571429,16303.04674,4.29538131,3690.955421,9806.562375,4992.857143,4.43ms,blockpropagation
8,19950000,142.8571429,16372.88351,4.296777658,4025.270909,9306.272625,4994,3.95ms,blockpropagation
8,20100000,142.8571429,16318.17648,4.296348013,3794.336,9880.734125,4993.142857,3.95ms,blockpropagation
8,20250000,142.8571429,16337.31884,4.296455424,4559.960379,9929.378625,4990.428571,3.23ms,blockpropagation
8,20400000,142.8571429,16284.62342,4.296348013,4086.68637,10017.70213,4992.428571,3.83ms,blockpropagation
8,20550000,142.8571429,16298.15573,4.296670247,4561.491212,10217.98463,4990.714286,3.29ms,blockpropagation
8,20700000,142.8571429,16355.29596,4.833404941,3352.143743,13340.89222,4993.625,3.81ms,blockpropagation
8,20850000,142.8571429,16337.74966,4.29688507,3671.372972,12355.50675,4991.142857,3.55ms,blockpropagation
8,21000000,142.8571429,16284.13311,4.295810956,3414.94535,10032.91088,4993.571429,3.71ms,blockpropagation
8,21150000,142.8571429,16291.25834,4.296562836,3953.733727,15164.57013,4990.285714,2.85ms,blockpropagation
8,21300000,142.8571429,16338.91614,4.297207304,4374.007741,10101.351,4992.714286,2.87ms,blockpropagation
8,21450000,142.8571429,16318.014,4.833190118,3404.376051,9508.081778,4993,3.71ms,blockpropagation
8,21600000,142.8571429,16359.78978,4.296240602,3746.223886,9850.78975,4992.285714,3.47ms,blockpropagation
8,21750000,142.8571429,16272.16685,4.296670247,5372.38,10096.6505,4987.428571,3.87ms,blockpropagation
8,21900000,142.8571429,16381.30534,4.299570354,4086.137645,10458.098,4992.571429,4.16ms,blockpropagation
8,22050000,142.8571429,16347.96375,4.29301826,3509.319444,10366.17725,4993.857143,3.5ms,blockpropagation
8,22200000,142.8571429,16338.0245,4.298066595,4009.361903,13068.57425,4993.428571,3.54ms,blockpropagation
8,22350000,142.8571429,16352.07649,4.294092374,4202.679094,10922.76125,4993.285714,3.78ms,blockpropagation
8,22500000,142.8571429,16313.25247,4.296240602,4810.928107,10750.07,4988.571429,3.6ms,blockpropagation
8,22650000,142.8571429,16361.58543,4.833834586,3591.429406,8941.512556,4994.375,3.78ms,blockpropagation
8,22800000,142.8571429,16369.70716,4.296240602,3070.160514,10910.22025,4994.285714,3.42ms,blockpropagation
8,22950000,142.8571429,16314.1881,4.296777658,3411.993645,10848.11425,4992.571429,3.89ms,blockpropagation
8,23100000,142.8571429,16355.6243,4.296348013,3549.987656,10407.24925,4991.714286,3.64ms,blockpropagation
8,23250000,142.8571429,16317.10124,4.299892589,3742.207375,10515.8865,4994.571429,2.86ms,blockpropagation
8,23400000,142.8571429,16326.94488,4.293233083,3705.657188,10413.73025,4992,3.76ms,blockpropagation
8,23550000,142.8571429,16325.11574,4.836197637,4291.076977,14166.94844,4990,3.59ms,blockpropagation
8,23700000,142.8571429,16316.31146,4.29377014,5338.849,10757.0385,4990.285714,4.51ms,blockpropagation
8,23850000,142.8571429,16382.9905,4.29613319,5197.450538,9969.407125,4984.714286,3.47ms,blockpropagation
8,24000000,142.8571429,16314.75778,4.299892589,4173.431875,15017.64863,4992.142857,3.92ms,blockpropagation
8,24150000,142.8571429,16345.12086,4.292910849,3377.183788,10825.56213,4992.714286,3.36ms,blockpropagation
8,24300000,142.8571429,16282.48894,4.296455424,4104.906806,11004.10525,4992.142857,3.99ms,blockpropagation
8,24450000,142.8571429,16325.26109,4.301503759,3564.084595,11258.915,4992,3.17ms,blockpropagation
8,24600000,142.8571429,16287.50994,4.291621912,3275.611971,10995.00763,4992.428571,4.29ms,blockpropagation
8,24750000,142.8571429,16378.94126,4.296348013,4129.125667,11110.81525,4993.285714,3.2ms,blockpropagation
8,24900000,142.8571429,16297.17748,4.296240602,3689.074333,12234.39025,4992.142857,3.44ms,blockpropagation
8,25050000,142.8571429,16307.29721,4.296348013,4061.032444,10638.08662,4991.857143,4.06ms,blockpropagation
8,25200000,142.8571429,16290.56505,4.296777658,4346.697259,11599.96675,4993.142857,3.48ms,blockpropagation
8,25350000,142.8571429,16372.69829,4.296562836,4574.350937,11068.03688,4990.571429,3.79ms,blockpropagation
8,25500000,142.8571429,16345.91401,4.29688507,4073.434036,10855.66725,4993.142857,3.81ms,blockpropagation
8,25650000,142.8571429,16288.44719,4.833512352,3730.655194,9822.794,4994.375,3.33ms,blockpropagation
8,25800000,142.8571429,16237.10174,4.29613319,3804.159429,11042.709,4993.857143,2.92ms,blockpropagation
8,25950000,142.8571429,16298.23522,4.296348013,3944.120583,11049.46288,4993.428571,4.08ms,blockpropagation
8,26100000,142.8571429,16304.51531,4.296240602,3756.676714,11033.12038,4994.142857,4ms,blockpropagation
8,26250000,142.8571429,16341.34258,4.300107411,4313.733375,14799.43425,4992.857143,4.57ms,blockpropagation
8,26400000,142.8571429,16320.65554,4.29301826,4025.387517,11104.3495,4991.714286,4.06ms,blockpropagation
8,26550000,142.8571429,16289.38445,4.296670247,3259.482162,11321.91413,4993.285714,3.27ms,blockpropagation
8,26700000,142.8571429,16313.55231,4.296562836,3353.302757,10636.31288,4992.142857,2.99ms,blockpropagation
8,26850000,142.8571429,16351.48119,4.29613319,3410.69627,11131.059,4992.714286,3.6ms,blockpropagation
8,27000000,142.8571429,16299.32021,4.296025779,3325.846094,10259.8235,4994.285714,3.92ms,blockpropagation
8,27150000,142.8571429,16263.77965,4.296025779,3687.117385,11308.77888,4991.571429,3.93ms,blockpropagation
8,27300000,142.8571429,16311.49231,4.29763695,3799.841094,10864.1655,4991.285714,3.46ms,blockpropagation
8,27450000,142.8571429,16338.56593,4.295703545,3997.675577,10740.574,4992.285714,3.87ms,blockpropagation
8,27600000,142.8571429,16294.36058,4.297529538,3559.812455,11042.224,4992.428571,2.86ms,blockpropagation
8,27750000,142.8571429,16327.71816,4.295166488,3519.591743,10450.5055,4992.857143,3.21ms,blockpropagation
8,27900000,142.8571429,16259.96125,4.296240602,3275.030371,11139.317,4994,3.65ms,blockpropagation
8,28050000,142.8571429,16380.2201,4.833834586,4200.122971,9987.355889,4993.875,3.84ms,blockpropagation
8,28200000,142.8571429,16348.89239,4.29613319,3858.07775,9757.431375,4994,4.01ms,blockpropagation
8,28350000,142.8571429,16289.78378,4.296670247,3931.246129,11398.2325,4993,3.16ms,blockpropagation
8,28500000,142.8571429,16318.04212,4.296562836,3496.32171,11359.33863,4992.142857,2.71ms,blockpropagation
8,28650000,142.8571429,16303.20772,4.833619764,3384.600586,9380.061,4994.375,3.59ms,blockpropagation
8,28800000,142.8571429,16309.58068,4.296025779,4116.189613,11470.38288,4993.714286,3.32ms,blockpropagation
8,28950000,142.8571429,16358.36333,4.296992481,4264.879615,11747.40162,4993,3.93ms,blockpropagation
8,29100000,142.8571429,16325.66992,4.295918367,3956.538719,16169.29713,4992.857143,2.32ms,blockpropagation
8,29250000,142.8571429,16318.13898,4.296562836,3433.810628,11974.92225,4993.285714,4.11ms,blockpropagation
8,29400000,142.8571429,16352.97838,4.301718582,3573.26436,17306.2525,4994.428571,3.89ms,blockpropagation
8,29550000,142.8571429,16341.7819,4.291407089,3275.487969,11085.33687,4993.285714,4ms,blockpropagation
8,29700000,142.8571429,16307.6148,4.29613319,3654.293931,11019.14175,4992.428571,2.94ms,blockpropagation
8,29850000,142.8571429,16318.18885,4.297099893,4412.471083,11974.573,4991.428571,3.21ms,blockpropagation
8,30000000,142.8571429,16287.02575,4.295810956,3885.852593,11410.04125,4994.142857,3.15ms,blockpropagation
9,15000000,126.984127,16329.74428,4.29688507,3885.851077,11576.824,4992.571429,3.43ms,blockpropagation
9,15150000,126.984127,16368.95088,4.83254565,3583.592079,62257.68589,4991,3.92ms,blockpropagation
9,15300000,126.984127,16295.21535,4.833619764,4256.409029,6165.689111,4993.125,7.13ms,blockpropagation
9,15450000,126.984127,16342.968,4.300537057,4117.032208,7758.195375,4992.857143,4.08ms,blockpropagation
9,15600000,126.984127,16336.99538,4.292051557,3417.523909,7418.03325,4993.428571,3.66ms,blockpropagation
9,15750000,126.984127,16282.49419,4.834049409,3818.108351,7578.896556,4992.75,3.79ms,blockpropagation
9,15900000,126.984127,16337.73741,4.832975295,3132.616415,7590.613111,4991.5,3.51ms,blockpropagation
9,16050000,126.984127,16307.50544,4.296240602,3631.58803,8646.686875,4992.142857,3.59ms,blockpropagation
9,16200000,126.984127,16356.48769,4.29688507,3474.901241,8614.1055,4993,4.03ms,blockpropagation
9,16350000,126.984127,16332.2236,4.833941998,4164.195862,8354.997222,4991.625,3.14ms,blockpropagation
9,16500000,126.984127,16313.28321,4.296348013,3813.494207,9025.85,4992.428571,2.81ms,blockpropagation
9,16650000,126.984127,16293.96388,4.295810956,3625.225176,9696.2465,4992.714286,3.65ms,blockpropagation
9,16800000,126.984127,16315.5783,4.299785177,3758.235389,9188.758375,4992.428571,3.77ms,blockpropagation
9,16950000,126.984127,16333.24997,4.830612245,4120.422314,8876.002889,4992.875,3.53ms,blockpropagation
9,17100000,126.984127,16291.8279,4.296670247,4469.493367,9177.646875,4991.285714,3.97ms,blockpropagation
9,17250000,126.984127,16301.33908,4.29613319,3205.343879,8540.936875,4993.857143,3.46ms,blockpropagation
9,17400000,126.984127,16247.94001,4.833190118,3583.597176,9391.022889,4994.375,3.51ms,blockpropagation
9,17550000,126.984127,16293.92176,4.297851772,4298.725091,8694.3815,4992.571429,3.68ms,blockpropagation
9,17700000,126.984127,16332.65792,4.295166488,4047.48508,9148.151875,4992,3.16ms,blockpropagation
9,17850000,126.984127,16346.5618,4.29613319,3730.961806,9289.825625,4993.857143,3.14ms,blockpropagation
9,18000000,126.984127,16355.03137,4.834479055,3152.423474,9179.257556,4993.875,3.7ms,blockpropagation
9,18150000,126.984127,16334.43782,4.296025779,3408.63971,9538.047375,4991.857143,3.49ms,blockpropagation
9,18300000,126.984127,16297.80402,4.296240602,3604.740345,10018.3345,4993.285714,3.25ms,blockpropagation
9,18450000,126.984127,16291.73516,4.833834586,3801.436963,8481.240444,4994,3.28ms,blockpropagation
9,18600000,126.984127,16363.63042,4.295810956,3307.18669,9290.44125,4992.428571,3.36ms,blockpropagation
9,18750000,126.984127,16345.51694,4.29763695,3895.1265,11181.72087,4992,3.18ms,blockpropagation
9,18900000,126.984127,16306.87402,4.296348013,4755.953897,10078.77825,4991.857143,3.32ms,blockpropagation
9,19050000,126.984127,16343.03262,4.295918367,3855.837837,10455.3815,4993.428571,3.9ms,blockpropagation
9,19200000,126.984127,16351.4142,4.298925886,2806.730622,8958.865125,4993.285714,3.8ms,blockpropagation
9,19350000,126.984127,16315.55068,4.293447905,4163.1433,9917.35825,4990.428571,3.82ms,blockpropagation
9,19500000,126.984127,16239.25734,4.836305048,4220.036273,9519.207889,4991.5,3.32ms,blockpropagation
9,19650000,126.984127,16305.35358,4.29688507,3694.602722,11406.8545,4992.428571,3.88ms,blockpropagation
9,19800000,126.984127,16293.55343,4.294199785,4010.325931,10117.366,4993.142857,4.13ms,blockpropagation
9,19950000,126.984127,16312.96325,4.29613319,3823.198548,10299.99975,4992.571429,3.43ms,blockpropagation
9,20100000,126.984127,16289.47757,4.296025779,4248.844552,9990.125,4993.142857,3.2ms,blockpropagation
9,20250000,126.984127,16328.58593,4.296240602,4054.463333,9879.885625,4992.285714,3.85ms,blockpropagation
9,20400000,126.984127,16360.09536,4.296670247,3449.355969,9754.806,4994,2.82ms,blockpropagation
9,20550000,126.984127,16343.14998,4.296240602,4824.932333,10139.381,4989.285714,3.32ms,blockpropagation
9,20700000,126.984127,16370.67892,4.296240602,3648.368517,9568.19825,4993.142857,3.54ms,blockpropagation
9,20850000,126.984127,16326.17085,4.296992481,3420.914257,12389.53,4992.857143,3.87ms,blockpropagation
9,21000000,126.984127,16277.92376,4.299785177,3974.882171,10388.95825,4991.857143,3.28ms,blockpropagation
9,21150000,126.984127,16298.4052,4.293877551,3295.924528,9630.6055,4993.571429,3.36ms,blockpropagation
9,21300000,126.984127,16294.12848,4.295918367,4322.990441,10406.96538,4989.571429,4.4ms,blockpropagation
9,21450000,126.984127,16354.02012,4.296025779,3516.247919,10200.81475,4992.142857,3.8ms,blockpropagation
9,21600000,126.984127,16294.07849,4.296240602,3628.217613,10781.83238,4994,4.08ms,blockpropagation
9,21750000,126.984127,16329.0165,4.296777658,4304.769586,10595.48213,4994.857143,3.66ms,blockpropagation
9,21900000,126.984127,16275.72491,4.29613319,3440.423192,10414.795,4993.428571,3.51ms,blockpropagation
9,22050000,126.984127,16286.26734,4.296777658,3593.512214,9794.234125,4992,3.22ms,blockpropagation
9,22200000,126.984127,16296.72503,4.296240602,3993.850097,10427.37063,4993,3.72ms,blockpropagation
9,22350000,126.984127,16302.37733,4.29688507,3990.709767,13667.48325,4992.428571,3.18ms,blockpropagation
9,22500000,126.984127,16317.18173,4.295703545,3342.797192,9919.15775,4991.285714,3.96ms,blockpropagation
9,22650000,126.984127,16320.6198,4.297099893,3892.281033,10529.38275,4991.714286,3.38ms,blockpropagation
9,22800000,126.984127,16280.91239,4.296670247,3518.659514,10546.11612,4992.428571,3.01ms,blockpropagation
9,22950000,126.984127,16346.79215,4.295918367,3513.46325,10542.06225,4992.857143,3.46ms,blockpropagation
9,23100000,126.984127,16335.4387,4.296777658,3940.493759,10298.29488,4991.857143,3.3ms,blockpropagation
9,23250000,126.984127,16376.56855,4.296240602,4175.409806,10388.59138,4993.428571,3.46ms,blockpropagation
9,23400000,126.984127,16338.54118,4.29688507,3332.943407,10570.69825,4993.714286,3.35ms,blockpropagation
9,23550000,126.984127,16324.25584,4.295596133,3824.250029,10767.43638,4992.142857,3.29ms,blockpropagation
9,23700000,126.984127,16367.7824,4.296777658,3589.704375,10908.721,4990.857143,3.22ms,blockpropagation
9,23850000,126.984127,16333.42732,4.296562836,4021.672091,10532.26588,4993.285714,3.56ms,blockpropagation
9,24000000,126.984127,16383.99525,4.295918367,3611.970143,9464.34775,4992.285714,3.15ms,blockpropagation
9,24150000,126.984127,16338,4.297207304,3432.593556,13603.24688,4993.285714,3.27ms,blockpropagation
9,24300000,126.984127,16312.36058,4.296348013,3730.191909,11074.09812,4994.142857,3.06ms,blockpropagation
9,24450000,126.984127,16316.07224,4.29688507,4121.38496,10632.21988,4992.857143,3.26ms,blockpropagation
9,24600000,126.984127,16314.52106,4.300214823,4229.464303,11939.20738,4988.428571,2.88ms,blockpropagation
9,24750000,126.984127,16319.23497,4.292158969,3984.283641,10151.47575,4991,4.36ms,blockpropagation
9,24900000,126.984127,16278.65679,4.297099893,5383.25888,11008.03737,4988.714286,3.74ms,blockpropagation
9,25050000,126.984127,16301.9795,4.296025779,5176.454414,10519.2605,4992.714286,4.17ms,blockpropagation
9,25200000,126.984127,16346.29909,4.296562836,4330.690439,10710.97113,4992.571429,3.96ms,blockpropagation
9,25350000,126.984127,16344.83965,4.295918367,3358.619722,10637.03063,4993.142857,3.69ms,blockpropagation
9,25500000,126.984127,16342.80677,4.296777658,3486.233794,10952.15413,4994.285714,4.23ms,blockpropagation
9,25650000,126.984127,16288.46307,4.296455424,3713.897091,10931.8235,4993,3.68ms,blockpropagation
9,25800000,126.984127,16310.81965,4.296777658,3772.198,10636.91963,4992.857143,3.22ms,blockpropagation
9,25950000,126.984127,16362.94376,4.833190118,3573.3926,9340.384889,4993.375,3.84ms,blockpropagation
9,26100000,126.984127,16321.95888,4.296240602,3579.891094,10191.31213,4992.857143,4.58ms,blockpropagation
9,26250000,126.984127,16298.74241,4.296455424,3741.412407,10457.43337,4992.428571,3.17ms,blockpropagation
9,26400000,126.984127,16286.18673,4.29688507,3219.7145,13192.5965,4993.714286,3.21ms,blockpropagation
9,26550000,126.984127,16326.95313,4.296025779,4250.514063,10616.75413,4992.285714,3.41ms,blockpropagation
9,26700000,126.984127,16292.44482,4.296240602,3733.085686,11128.00138,4992.857143,3.91ms,blockpropagation
9,26850000,126.984127,16345.68816,4.296777658,3444.096235,10565.94413,4993.285714,3.68ms,blockpropagation
9,27000000,126.984127,16306.45732,4.29613319,3847.735853,10496.10075,4993.142857,3.64ms,blockpropagation
9,27150000,126.984127,16323.27909,4.29688507,3912.541889,10655.80288,4993.285714,3.92ms,blockpropagation
9,27300000,126.984127,16317.22172,4.296025779,3557.073567,10622.8365,4991.714286,3.66ms,blockpropagation
9,27450000,126.984127,16292.7694,4.29688507,4606.632576,10469.93825,4993.285714,3.63ms,blockpropagation
9,27600000,126.984127,16344.3837,4.833834586,3891.967214,10200.67511,4993.5,3.73ms,blockpropagation
9,27750000,126.984127,16295.57568,4.296455424,3167.536429,10963.37475,4992.714286,3.62ms,blockpropagation
9,27900000,126.984127,16306.79278,4.29613319,3934.072094,11087.6425,4990.714286,3.2ms,blockpropagation
9,28050000,126.984127,16284.5823,4.296670247,4072.661824,11194.73975,4993.428571,3.7ms,blockpropagation
9,28200000,126.984127,16333.01575,4.296025779,4030.92969,10849.2175,4992.714286,3.43ms,blockpropagation
9,28350000,126.984127,16286.28821,4.29613319,3518.563543,10794.24737,4992.428571,3.87ms,blockpropagation
9,28500000,126.984127,16288.61555,4.297207304,3031.804379,5709.882533,4996.571429,3.84ms,blockpropagation
9,28650000,126.984127,16309.06487,8.591836735,389.43403,540.7206774,4999.126866,4.17ms,blockpropagation
9,28800000,126.984127,16302.68641,215.8970999,3589.745429,10012.69462,4993.571429,dataread,blockpropagation
9,28950000,126.984127,16284.56393,4.297744361,648.2212969,759.4924737,4999.056106,3.73ms,blockpropagation
9,29100000,126.984127,16346.38883,163.2645542,3191.710455,11417.50212,4992.857143,dataread,blockpropagation
9,29250000,126.984127,16338.18048,4.298066595,2089.589782,1852.967086,4997.877193,4.5ms,blockpropagation
9,29400000,126.984127,16317.55081,31.14747583,3490.377452,8329.760182,4994.5,dataread,blockpropagation
9,29550000,126.984127,16296.15411,6.444683136,437.7553227,575.4573017,4999.1075,3.61ms,blockpropagation
9,29700000,126.984127,16348.46194,214.8232009,3646.00635,11128.09688,4992.714286,dataread,blockpropagation
9,29850000,126.984127,16315.73253,4.29538131,524.0155188,606.9900406,4999.042986,4.74ms,blockpropagation
9,30000000,126.984127,16338.75028,237.9168636,3715.784067,7584.916167,4994.363636,dataread,blockpropagation
10,15000000,114.2857143,16319.10074,6.980343716,2398.779798,5328.868071,4998.097561,4.31ms,blockpropagation
10,15150000,114.2857143,16339.60017,22.02244898,4225.80715,6923.2685,4992.571429,dataread,blockpropagation
10,15300000,114.2857143,16306.30596,4.293662728,367.0775543,461.8502855,4999.085284,3.58ms,blockpropagation
10,15450000,114.2857143,16292.38983,321.6975295,3656.861654,6400.075818,4994.545455,dataread,blockpropagation
10,15600000,114.2857143,16314.60867,6.444360902,2663.260612,2661.26569,4997.714286,3.72ms,blockpropagation
10,15750000,114.2857143,16297.95726,15.57572503,8342.822895,8744.120125,4981.714286,dataread,blockpropagation
